Type,                        Txhash,                        BlockTime Unix,                        BlockTime,                        Fee (SOL),                        TokenAccount,                        ChangeType,                        SPL BalanceChange,                        PreBalancer,                        PostBalancer,                        TokenAddress,                        TokenName(off-chain),                        Symbol(off-chain),                        SolTransfer Source,                        SolTransfer Destination,                        Amount (SOL)
SolTransfer,39wbh9s946yMoC2EwFZWYjtwKZRgde564BKbk9iDRd7fY9K5r1XJi8bECt62JYCuaaFKNNi1dgC3uo9BUPm71YSg,1710778464,2024-03-18T16:14:24,0.000054,,,,,,,Solana,SOL,4EsS7gYvpQDepT3yHyN9hDDcEHUF3t2ZeCbyDjGNjL6H,6nbnQJJJ2RyJAcUQkcbV4rUXzh98AbZxmXovc184Y9sd,4
SolTransfer,LqiTnCHc57rKfPWMuQ1way31UNWHyikd34n6fsrhzDgTvweqoGmH65HnQReDi4TE7zV1efxoyPAX1Bxm9WywwFs,1710778018,2024-03-18T16:06:58,0.000025,,,,,,,Solana,SOL,epGTkRQeDUXCSgN1wZ2JFtoQaRF2sJtcCNNqSH2cGKv,6nbnQJJJ2RyJAcUQkcbV4rUXzh98AbZxmXovc184Y9sd,24
SolTransfer,22n1TPCHLqBJEfrRPohTUgZ5S82X2SXXCGnGzwt27iPPkseC7h5WNgLxVJeEBLLjL2UgRsNbZVcXfxH5HxJ5rh5r,1710777965,2024-03-18T16:06:05,0.0000052,,,,,,,Solana,SOL,gVqJiSgfC8Zx6ZUFYEY22uLafESekHe9HeZKYBdHh6k,6nbnQJJJ2RyJAcUQkcbV4rUXzh98AbZxmXovc184Y9sd,10.039056938
SolTransfer,49zu29guLP9nSMfwAEnSCZVwDsRU1zhpyKA16AfQBcdGTHxZ7spDYquL6cY34kZXgnu2n2pWGPdF5pgy5GxPBSsW,1710777946,2024-03-18T16:05:46,0.000025,,,,,,,Solana,SOL,GUZdqQ7Vseh262rKDgTxLMJojxS8rB91PQ9fVcnj4ixt,6nbnQJJJ2RyJAcUQkcbV4rUXzh98AbZxmXovc184Y9sd,2.469
SolTransfer,2HuqksXgE21f4D3Nfw7xTG6sEknWq4qNJszD9h5YATvWgbmCuvHT7wJxp6hDZgy3BBW9Co98QeJWpC39gcR7nxRu,1710777657,2024-03-18T16:00:57,0.000025,,,,,,,Solana,SOL,CdXjR8uV6ANBrL4TemGLw3CdFrCBzGjVuHQVhbZTscpy,6nbnQJJJ2RyJAcUQkcbV4rUXzh98AbZxmXovc184Y9sd,1
SolTransfer,GcwtUBT4kdiM3LsbMhDAJMY4KgNM7o7qRq3xvrqozA2jNzNXGMiKQyW2F6P9Qr6Jy84SDMbHch6d2AKoALjEPEw,1710777645,2024-03-18T16:00:45,0.000025,,,,,,,Solana,SOL,G5TEkU8pNvXWjp3hnLne9mRS2BnKmmU1mwKxuWTJeZrL,6nbnQJJJ2RyJAcUQkcbV4rUXzh98AbZxmXovc184Y9sd,3
SolTransfer,3mNJjD4nZsCdCFVrBqGALT7Siqjk1WDTvY7KEd4i95vHZMpS5XYK2rDqzAcF5chZy1BggEyjf45s6JUiC9bUi5Rw,1710777504,2024-03-18T15:58:24,0.000054,,,,,,,Solana,SOL,Hm6N7vuFMgdUNnzox29PYdq3GxV1viCaN7PRiTxdD1Pi,6nbnQJJJ2RyJAcUQkcbV4rUXzh98AbZxmXovc184Y9sd,1.3
SolTransfer,4BKssTKWAWR3JwxPEw8tGpCUKP81q3HoeN4JueGut568CUbLfPxewtZhjRZoKJb5U5usQk9nDUHV4xmG3e2TAzvR,1710777419,2024-03-18T15:56:59,0.000025,,,,,,,Solana,SOL,FtHAgFRLZgVbqjBD2ZZE5WTFQJP4z7UD4kUXFJF89yUT,6nbnQJJJ2RyJAcUQkcbV4rUXzh98AbZxmXovc184Y9sd,1
SolTransfer,2PAH7XZi2YMwkT1jNKTGGPszgGgt4CmUT8RebHgtf3NKpgZgaY3JhCQfAwwF13UnuLBbsJbFHzHPG28Lh1EG4ndC,1710777302,2024-03-18T15:55:02,0.000005,,,,,,,Solana,SOL,2BYupmSiwix5LqZwefRPTv3aHEsv49a64ZpgxjN7MdMu,6nbnQJJJ2RyJAcUQkcbV4rUXzh98AbZxmXovc184Y9sd,0.042613383
SolTransfer,4KdwQ5tEHK7qKoCxgZEceY2QKK5iJCHkJRkR6PoYWBcgXXPSmUtvtY854Niwf33R5bcQqD5FWdeiiQyjiMhKUBk9,1710777109,2024-03-18T15:51:49,0.00001,,,,,,,Solana,SOL,9vbuJop1yupWjvFWXCZqqmokkPcieZnXMrqqfwp4jmHd,6nbnQJJJ2RyJAcUQkcbV4rUXzh98AbZxmXovc184Y9sd,1
SolTransfer,2fQbTAf9vkvsgMLWGEcEa3bkcgFiK7WWBPDABSmNysQ5md2ki2Gc71bjZAzaS4zHKQHyHkzwiqN2dkP5mjdExgEz,1710777102,2024-03-18T15:51:42,0.000025,,,,,,,Solana,SOL,9p872qXsqApEQsuuyrv9jXdeoJszdbNxmY1ex1KrHNe4,6nbnQJJJ2RyJAcUQkcbV4rUXzh98AbZxmXovc184Y9sd,2
SolTransfer,5b4TY5ynE5pZGXk1MPpWSeEu4cwNnJnB34kEMgB2SpBTBnxQkePn2Qin5W9WF5kxdkf7RiMZGKAJ2pzQjBWnxZaB,1710777074,2024-03-18T15:51:14,0.000025,,,,,,,Solana,SOL,G5TEkU8pNvXWjp3hnLne9mRS2BnKmmU1mwKxuWTJeZrL,6nbnQJJJ2RyJAcUQkcbV4rUXzh98AbZxmXovc184Y9sd,1
SolTransfer,534WeYBfbPP6981r5wi1jMX8jz7Z7U52pFze77Vx1sAccKenrmMkc7FNVJtHxW4mdTcBxajJk8WKayftmjWqwZRE,1710776947,2024-03-18T15:49:07,0.000025,,,,,,,Solana,SOL,4ZrgDDuj4GCtyt9UPFteNxxysFdUS52haDNsfReDUCBo,6nbnQJJJ2RyJAcUQkcbV4rUXzh98AbZxmXovc184Y9sd,1
SolTransfer,3MtxpD6GefPpQZizHEDyZ9eFqZiMuk1UGSznbhEj1vPBzqr5fKTbScbTZRUhurBokjvxTXApkcmeWjaJCwBy6Qrp,1710776884,2024-03-18T15:48:04,0.000025,,,,,,,Solana,SOL,6kofbj8zJ5wLdKFqJXtarcpUDp5tGhy1gdWz2u9CbK9B,6nbnQJJJ2RyJAcUQkcbV4rUXzh98AbZxmXovc184Y9sd,1
SolTransfer,2d1JYwS1e83AUR5TiYbCbatarjtaztWqjP87KZ3QPbZtbJU6maBZdQ4CeMxke5WygTqA5oiWxnWrQ7Ha5rkVY7sV,1710776854,2024-03-18T15:47:34,0.000005,,,,,,,Solana,SOL,CHQSo9FkASk23WXZBDTxd2DoNbguUie3MbGex9KCZYFj,6nbnQJJJ2RyJAcUQkcbV4rUXzh98AbZxmXovc184Y9sd,18.44984033
SolTransfer,2LZX9nALmaokZ6D2K9nsnBLvU9vvFkWhu8TcYG4wPRDbQ9HU8LCVkyBQdVaUAyboGU7asVK3YczSP3BcQ6D5zNtZ,1710776837,2024-03-18T15:47:17,0.000025,,,,,,,Solana,SOL,AZxLrn6YMVDJcxg34tBqTrtUyhue3VHcnSvMJrYYPAwE,6nbnQJJJ2RyJAcUQkcbV4rUXzh98AbZxmXovc184Y9sd,1.012732038
SolTransfer,4yBzN3nNnXD9TeVhMpFxH9MkyVAo2yHtzzwsMaUTnSbX5MfDwUehM82CHWcU49Dv4h9Y75gRtW3YwYMe9kriMS2w,1710776636,2024-03-18T15:43:56,0.000025,,,,,,,Solana,SOL,CsydEH3LEWhH9iDQqYEdBrcbkWTBm3X6KUY3w68ohPt5,6nbnQJJJ2RyJAcUQkcbV4rUXzh98AbZxmXovc184Y9sd,0.1
SolTransfer,3AK6b4uh833sa4UFbrXy78g9d1CLdEMq3s5nGD2SLk7XTKsDoAH9b2u5NCiLhYR5AWSBn8UjvsWFe8mNEZrSsMfX,1710776635,2024-03-18T15:43:55,0.000025,,,,,,,Solana,SOL,FXTAYB3NWD8brW4SSWAeuTLDbP1n7F4tnjxJ3iT7h15G,6nbnQJJJ2RyJAcUQkcbV4rUXzh98AbZxmXovc184Y9sd,2
SolTransfer,66o5eNbEiecEsMMfwdHg8q8axgFv84iwYvTmYpH5SqbzXYfYHDPiXZnWNL8uxxyQtBHJbKEZL6NGx8D3fcVpmYf7,1710776494,2024-03-18T15:41:34,0.000025,,,,,,,Solana,SOL,DSMsZBYxngKRdp6sR3XvMkk1FoUSD1ojHZPPpAnTfLek,6nbnQJJJ2RyJAcUQkcbV4rUXzh98AbZxmXovc184Y9sd,1
SolTransfer,4RjsRzrL8wgATaHwU2ByqnD1gQyLKX1CJVy6c8qRqFrLEf1UMuxsqP7koW4rjGGHpfYuerzQEoees6zYX3ehvA2i,1710776467,2024-03-18T15:41:07,0.000025,,,,,,,Solana,SOL,Hn2JzREEGdkjUDHWVmKTe5DqiBJEHjNsULuDwChXaw4R,6nbnQJJJ2RyJAcUQkcbV4rUXzh98AbZxmXovc184Y9sd,1
SolTransfer,MqKKSRzgf9Z9jwhNiTknFuBfCQRNrXkaAgSZqGNQoJ9PbbKsD8rQN49turMUcGZgWtYn1PBrvzMuPz7stJvZm6E,1710776324,2024-03-18T15:38:44,0.000025,,,,,,,Solana,SOL,Hapqz12bsH6SMrmp8GWujsBz1M5MckXyatA5Qi36QMZx,6nbnQJJJ2RyJAcUQkcbV4rUXzh98AbZxmXovc184Y9sd,1.25
SolTransfer,5qMcJTDXqP3tRiXLXEiYZSXPNXcjwLP2kqDknxFPbiBo2nFyRKoKDWQpNHnjXrjTWAnt3YLoiqzDxD2wycEBtXBM,1710776150,2024-03-18T15:35:50,0.000054,,,,,,,Solana,SOL,8UAAmzk5otZjfkr7c7Zaj4NRoDMP3csFT2f5ZcCEmyJ8,6nbnQJJJ2RyJAcUQkcbV4rUXzh98AbZxmXovc184Y9sd,1
SolTransfer,2yVLAhibiW3q8REdu9QjJGxRKx4EYPkvHQirBrbgxFk8gYkrdMATycXgANHUzgJYP7bv3gKZvrYGLXxT91mnB1cy,1710776108,2024-03-18T15:35:08,0.000005,,,,,,,Solana,SOL,3jBK2g52diP1MsN1kuS4RG6Ls6MQYLRCrfBXXV1SnQ2B,6nbnQJJJ2RyJAcUQkcbV4rUXzh98AbZxmXovc184Y9sd,1
SolTransfer,2fg6fmmKCSRDsSZptbNpwRW87PgPngyiXM6wovqstfWtP5tHNkQBnnMGpVQL8Yw9aUj9oYmQxWpVdMZvNnCe8dNn,1710776002,2024-03-18T15:33:22,0.000005,,,,,,,Solana,SOL,KGDoYaW6PYMo3yZhZtY9DCY5ACEAuw8yAUmJzB436no,6nbnQJJJ2RyJAcUQkcbV4rUXzh98AbZxmXovc184Y9sd,0.999527586
SolTransfer,66GpwjtT1fAwrgpMHPvgjeacoYLk6GfNZZ8pjzg1rD3Fg7r9VV9feJ8gHs4Fq3YsUG1v7PgWHzLYAwkKAvbUB9f6,1710775941,2024-03-18T15:32:21,0.0000052,,,,,,,Solana,SOL,6Hi5mr5DhbWcfxSaVAA21RCEmu992YGGDJ8QyT3fpUEB,6nbnQJJJ2RyJAcUQkcbV4rUXzh98AbZxmXovc184Y9sd,1
SolTransfer,bB2Qaj5J3irZmQ8C2ZNGiaYugiQ6qsQJrtZVEvkNr2XZc3qEwq6iZSxW7ME5r1ZMNforDomKnXUaSgESfRTQTPe,1710775791,2024-03-18T15:29:51,0.000025,,,,,,,Solana,SOL,5hL5K4tMi1zQaoJxpSZJWVWSsms2k4HdbfmyEFHz34Dh,6nbnQJJJ2RyJAcUQkcbV4rUXzh98AbZxmXovc184Y9sd,2
SolTransfer,5L3g1os5zx9QVTc851mbTan648co82ndrEJvWi2k1xWnqGvSdazWz67jSUCvbYMQCHft77uFhMMP1uZVxa5bbgJ7,1710775420,2024-03-18T15:23:40,0.000054,,,,,,,Solana,SOL,6J2VkHJXJGQhnLKjxJcVMpb66FwhsKYqqY4eKS1fPhBP,6nbnQJJJ2RyJAcUQkcbV4rUXzh98AbZxmXovc184Y9sd,9
SolTransfer,2iPiBHr8BXLrLjWQjmE16hRA5aeA4PkoJTQjjPJy3TYrd7KLQoExHUmu7wSn6bWc1N7AaAJu7kASHQvGriSEACyw,1710775320,2024-03-18T15:22:00,0.000025,,,,,,,Solana,SOL,4umWBFjNFE3TZ3sANLqcWbpLEQsA6vPmWYUH2ZzEa1NQ,6nbnQJJJ2RyJAcUQkcbV4rUXzh98AbZxmXovc184Y9sd,1
SolTransfer,52jbEtAo4CsTvDmvjLQESfsYztNjFjPMXm1RvwsPEu5tYoSs9LCN1pNgLUQEjXxMMZk2JuMi1LNxRL4SMovdQd3E,1710775312,2024-03-18T15:21:52,0.000025,,,,,,,Solana,SOL,77crfouP2NkDAPDDXFYzPxMPraVb57Wghu8uV55rN4WM,6nbnQJJJ2RyJAcUQkcbV4rUXzh98AbZxmXovc184Y9sd,1
SolTransfer,4gSG6UZfBtczJ7RR4cfHF8hE6w22yu2YNQvRHGzbwLvDcb6QynEMdqaRGxy8aXs8cDRdJsFKh9LqjNgqGihhePJF,1710775306,2024-03-18T15:21:46,0.000025,,,,,,,Solana,SOL,6VEZEDBXwnULLLDC5tZtegsko9rqsj8NQh3Uwe6VX11R,6nbnQJJJ2RyJAcUQkcbV4rUXzh98AbZxmXovc184Y9sd,1
SolTransfer,4GnbuvjNvz2cvjbCgjrhfcart63m8dN4xCqPkcB6Lpw2vR47FKhPsX8P1sGc2spzQfKV3P9LN8L7sSBA6Y2WXG7h,1710775189,2024-03-18T15:19:49,0.000099435,,,,,,,Solana,SOL,7NDA7z6G1s5cKVpTiiQWZvWfqMskKhY9eKnPWvghVqH,6nbnQJJJ2RyJAcUQkcbV4rUXzh98AbZxmXovc184Y9sd,1
SolTransfer,25NUHLcAV5j4cP32aPDzNFiH7haqhVBGV1GuHK1uq2ojPatTTnjpbTdjd65BKYQXnFD5JG2ekgCTsv4ytTM69ApF,1710775168,2024-03-18T15:19:28,0.000025,,,,,,,Solana,SOL,2XFvNNVZfxVikzUfpav7gpDaH7pATZ1iYJGEgugvokMj,6nbnQJJJ2RyJAcUQkcbV4rUXzh98AbZxmXovc184Y9sd,1
SolTransfer,27rRzxPgxT4TT4d9LdPiPxjEfq7zoViCEu1DAupHKdAUMcapao8oMGLch18MZwXApPvaFXeznWLZL9Hn2uoR5rWw,1710775116,2024-03-18T15:18:36,0.000025,,,,,,,Solana,SOL,Bsazg5yZzFXbK78e8qMnUTVJFEL3YGarDU5tTfcEZiyR,6nbnQJJJ2RyJAcUQkcbV4rUXzh98AbZxmXovc184Y9sd,1
SolTransfer,5ipBKDwXASfGaBhD6xDUDvy7kFpoLRxZhzqeVuXxHyEo1Sm6XFpLRdVfJnyZetR7PEN1cCtqBxVgG7H1qrojvzYR,1710775098,2024-03-18T15:18:18,0.000025,,,,,,,Solana,SOL,8GQHyue1friUc5xi9EkPZK1stAfQtUT4sG2JkvVGWm9x,6nbnQJJJ2RyJAcUQkcbV4rUXzh98AbZxmXovc184Y9sd,20
SolTransfer,43T3fk9u9itKAfrap3E8F2GC6EfZ3jGxi1NgkroF4RNHK6g5vuCimQ5vwbu8FSA4nsXkNkRzphjjSNiPxjCt2C23,1710774989,2024-03-18T15:16:29,0.000025,,,,,,,Solana,SOL,D8Xos23q8JvKNA3C277ytnirVGfYniKADxamgjqZfmTM,6nbnQJJJ2RyJAcUQkcbV4rUXzh98AbZxmXovc184Y9sd,1.099000302
SolTransfer,596EQpJUvR1S5vvPqLKdcEMdVfZBbvZM8xGBzE22RSQ9TCt4gLesL7mBLcwXzdeAvQv4ZtqVMvhJNtmRuHS7aKUs,1710774977,2024-03-18T15:16:17,0.000025,,,,,,,Solana,SOL,HnnCJGn9F9R5tp1pYftgHFXbQ2hKU4q9cL2QkKiGoAE3,6nbnQJJJ2RyJAcUQkcbV4rUXzh98AbZxmXovc184Y9sd,2
SolTransfer,JKSc5tqyQwQWPXsbqzaWaw5LfTGr4o9E7TcRbQdNfVsqqnLHYrFgmY8iwLGXNStBV558tbitUxr1fgEV8ZFKpEB,1710774813,2024-03-18T15:13:33,0.000025,,,,,,,Solana,SOL,8h5P7N1tVicfN2E9mcFHV7Q3hYLZ7Ke7BGSWGFfjdoE9,6nbnQJJJ2RyJAcUQkcbV4rUXzh98AbZxmXovc184Y9sd,1
SolTransfer,41PrVnFw94Hja4Hz89qph1wD17m1END4iTuybb3MZptfPScgryXNdhP8YnsCmw9j7uUjEtnciD6hiP1RCQPmNfH4,1710774807,2024-03-18T15:13:27,0.000005,,,,,,,Solana,SOL,8MPMkbq8doxLzdp1BmKgUuyeyKBo9GNwKmdcA64cpNW8,6nbnQJJJ2RyJAcUQkcbV4rUXzh98AbZxmXovc184Y9sd,1
SolTransfer,4umi1hCttMrZR4YAE8PtptjNXuQ8XH3TR5rz3MEUQiTfc5yfbSULadiyfpDrUrGZNLMyHumszABMxDUGmrSYVeRr,1710774763,2024-03-18T15:12:43,0.000025,,,,,,,Solana,SOL,7283pcdN66pSArFbYLN6RtUaDb3V4wuCqycTmkFkDNaN,6nbnQJJJ2RyJAcUQkcbV4rUXzh98AbZxmXovc184Y9sd,1
SolTransfer,4BjzvNQyBa55cECCVe3YhDCiYVSk7XKn4cJEoySbCExD8V3gAnc5S5MewQZ7srXkAoCjdCo8FN4YknKB7UiMoubn,1710774701,2024-03-18T15:11:41,0.000025,,,,,,,Solana,SOL,F9uND2pnX6uiZEctmTggdGsWz8nXkrhfgh47a6nwbyj6,6nbnQJJJ2RyJAcUQkcbV4rUXzh98AbZxmXovc184Y9sd,1
SolTransfer,3V8e93B4b2j5AD8QTS6RD4jAbEfCHLHPzYguUsUzRRVX7CgVgW5N5i3Xn3PnumE6L3p7Xujerx163E2ju1PAWR8u,1710774683,2024-03-18T15:11:23,0.000025,,,,,,,Solana,SOL,Cvi1NVXtVy1ZCpe6nGZQaWo1V6Q8EKnHHw7MWpZx848b,6nbnQJJJ2RyJAcUQkcbV4rUXzh98AbZxmXovc184Y9sd,1
SolTransfer,4pH8tkiwk36bg7jWZost6DNr3nDaCHoqtpqgnvjkUtvmDVihoXi2EeP21PdThaCzk9e6F8ZvGvQGtrYeMBHNMGJU,1710774575,2024-03-18T15:09:35,0.000025,,,,,,,Solana,SOL,3wfCzdNpnTvqYF7d844PUfEC5dfP7codDxaAmF2ym1pk,6nbnQJJJ2RyJAcUQkcbV4rUXzh98AbZxmXovc184Y9sd,1.05
SolTransfer,4xVteEm4aWymtUDxnCv2EfAugUKFTh2MzMJJmbMQUm8MG7dCjChCVLJCZNDxdeV9HHve2uaCryZt32UTSTuvYYXt,1710774561,2024-03-18T15:09:21,0.000025,,,,,,,Solana,SOL,JDutoLZqgUWjS3ioTgvGfP4BPgwQu2BX42ZKytyT9euf,6nbnQJJJ2RyJAcUQkcbV4rUXzh98AbZxmXovc184Y9sd,1
SolTransfer,B44dFXbEAycKZ1esY8rehCq3fraD7n7CpqwkQ72VZ9p4E5xqKwBApetrPtvThBLS29DyqYfNi7Uj2x27PcyBjb1,1710774553,2024-03-18T15:09:13,0.000054,,,,,,,Solana,SOL,BDJU39kBtXx2zfLFTxKvVDUq3L48bqpg1ThDSgRTFyKq,6nbnQJJJ2RyJAcUQkcbV4rUXzh98AbZxmXovc184Y9sd,1.05
SolTransfer,oosnuQLdpMjapMQ7oytdLVFmBMETTcmuWcB8ggyJEHQaNy5gKypk9jGrFpm4V3dMhh6AUr5f8tohzJxTF5fSTvV,1710774416,2024-03-18T15:06:56,0.000025,,,,,,,Solana,SOL,Ex7rhDEHQFyZnc7KqDeXsnUsUDRn4xZ4qRisC8ypML3N,6nbnQJJJ2RyJAcUQkcbV4rUXzh98AbZxmXovc184Y9sd,1
SolTransfer,2NE7Pz4SBdpuKvXx7ReZdsqamdsiNr8UqeqtnM44it8dywmkb4CuBeNDdWwnGXMqD22pAEbXa3EW8aP1QmFG4vX,1710774400,2024-03-18T15:06:40,0.000025,,,,,,,Solana,SOL,3d2nTNPfUCEzTLD9ESVKnmE2VhAtSci6qmiBttgPUYyC,6nbnQJJJ2RyJAcUQkcbV4rUXzh98AbZxmXovc184Y9sd,2
SolTransfer,2yT3UyTQbW5QZz9TFfFkw94xE11drFyJRonDhWpeeGeEi2wQvZtKoa1dAc39kFetHU7yfQy2kcWVN2UMWrm5JbKC,1710774319,2024-03-18T15:05:19,0.000054,,,,,,,Solana,SOL,AucdZk5ci9Y9JgvohUQBbiZVVZfHRs9K2o9EkqS5p3Bk,6nbnQJJJ2RyJAcUQkcbV4rUXzh98AbZxmXovc184Y9sd,1.1
SolTransfer,4gzP6ALU1iTXpDw1uNGFpbgFtc64k49dGtJoXWJ4U3epzcQhuJn21Jtqm5z7Pc45hx2WHnSnjkNLdnfKmCfdFis3,1710774318,2024-03-18T15:05:18,0.000054,,,,,,,Solana,SOL,Nxug5g8FdpjkqDHCoSzmrNZXGTCax5sXtsaeaggSMuR,6nbnQJJJ2RyJAcUQkcbV4rUXzh98AbZxmXovc184Y9sd,1
SolTransfer,2Q6oxHqTRyAfVim7f969FuV2DYw5tHwS28mqPCBE3GMZzLw6NbSFx9CT8kkRJ75Tt1edggoNywR4uoyd3Dvca3Kv,1710774284,2024-03-18T15:04:44,0.00001,,,,,,,Solana,SOL,8Nk2icPFtct7iHFejjs2wJiW8Ee74mYLLgDyzuQgNLVk,6nbnQJJJ2RyJAcUQkcbV4rUXzh98AbZxmXovc184Y9sd,3.5
SolTransfer,3CUoGmQeeduzXSmKFZKuYQzKEe63vXFMhmzku18VhnJaDWJZ5Pw8qrT9ZrE3vAMeg7j6AF4uhSW2udguFSmRCbFR,1710774106,2024-03-18T15:01:46,0.000025,,,,,,,Solana,SOL,9WVqaMxJF8k8EmcTDfAAZUCS6uexJHtDAHxa4J7hQ7JE,6nbnQJJJ2RyJAcUQkcbV4rUXzh98AbZxmXovc184Y9sd,1
SolTransfer,3thpVQdnkd5doQcuUGuyMJwqZM3guT6CvNa3DvG9Jd8ELX93Tt51FZ3q9ng5bac2AEJCY5Ar9LdrLLdv4mTaQHLM,1710774023,2024-03-18T15:00:23,0.000025,,,,,,,Solana,SOL,5PSUjuMqeha55h8KUs7cJX8VsLVW1j3BbsPkcGe9VXC2,6nbnQJJJ2RyJAcUQkcbV4rUXzh98AbZxmXovc184Y9sd,1.05
SolTransfer,45wYsfYnghhkJhgFC7mHdHNDAyxi3N3CHasHLeqMDcXzziDrjzzgC3FDe56XWRmQmPLoA17VGAg3uWeRhrGkirig,1710773909,2024-03-18T14:58:29,0.000025,,,,,,,Solana,SOL,E8Ry3W2dBqV94ReaBhHQibDqkAXpPDyyUmYNgsqGtRpA,6nbnQJJJ2RyJAcUQkcbV4rUXzh98AbZxmXovc184Y9sd,1.2982493
SolTransfer,4c5B15n3f8uqrDtrqzESdxvC5axDtMpo8e2z3mF2e2UKkWiQkMZnVSqiJNwNui9xFEXnAoJZZniqgNbfVa9znbwq,1710773545,2024-03-18T14:52:25,0.000025,,,,,,,Solana,SOL,5nn3drWicpUqJDsDqtg2YAp56Yb4Zx1gXhJrkpVNy66E,6nbnQJJJ2RyJAcUQkcbV4rUXzh98AbZxmXovc184Y9sd,1
SolTransfer,grhZm889WQqEgF14KJumAvQvctj5MRogAhDjc9eZH9MYEWLzPC2625fkTonD2XCNd5uBA8CMK5qoW6ngp7c7MEd,1710773527,2024-03-18T14:52:07,0.000025,,,,,,,Solana,SOL,Bi8uuXyeVbah6pmkE4qKaKN2QK11TinciB4Q8RVcYAB6,6nbnQJJJ2RyJAcUQkcbV4rUXzh98AbZxmXovc184Y9sd,1
SolTransfer,jnJ97h73j8a7vyNYYt9bbdJ93hQ4moqWeHwHKN2zaNpLaLS8voresEMtyhf2rKjvsh1UovCzggwrWtHCHaPooNR,1710773513,2024-03-18T14:51:53,0.000025,,,,,,,Solana,SOL,FVa24mZn3VUyNHncRqBnSmTW3ytex79NGDJ2ZZHQiVv,6nbnQJJJ2RyJAcUQkcbV4rUXzh98AbZxmXovc184Y9sd,1
SolTransfer,2g4Tbokg56xtCMMZ1wrtmQesRMFwA4ftd6qyFC6NVmqjfY6zftuznjgLRRLpoDZBC7CBMVku5bTswNLrsaepvQrX,1710773503,2024-03-18T14:51:43,0.000025,,,,,,,Solana,SOL,9CT3G7P59ZkwoqMhwymN1EUccbEfvmbn61uV9SrWM8oS,6nbnQJJJ2RyJAcUQkcbV4rUXzh98AbZxmXovc184Y9sd,1
SolTransfer,24KvVk4txFJdfxUyZc6czCyYLVF1DBjjWoxuabdmz2CJyhRPKCrax4zQcmL8C4yw4qmfTvXkgBFUxpT5itehemUP,1710773489,2024-03-18T14:51:29,0.000205,,,,,,,Solana,SOL,EgAVAosftqus3xq3jPJ8uXnaxzJBe7M4rSkqamwPRQ4m,6nbnQJJJ2RyJAcUQkcbV4rUXzh98AbZxmXovc184Y9sd,1
SolTransfer,2e3NrUw4wrCKFwoWz2b1Zz7h3nFPKGPCwYBQig1jgMU5ijFxSZgY6uAJwPdogE7EUQnZ56uYQjC88kdPqS5dNGjc,1710773486,2024-03-18T14:51:26,0.000025,,,,,,,Solana,SOL,4K9sHCiQDJA1GixxZeY7Xneu5RDr5jjRzxazdzZuWtWQ,6nbnQJJJ2RyJAcUQkcbV4rUXzh98AbZxmXovc184Y9sd,0.2
SolTransfer,4CLxfs3913Sk3zxNbCWp1gWH1gD6eNEEdqXN7XrRzXAGSVe56qAtbTN1A2yJJDNHF42yQcr8rhBNHbR2WXfazfgX,1710773317,2024-03-18T14:48:37,0.000025,,,,,,,Solana,SOL,rz1mT35FqJM6ztLVvWwpabfsjamZEr7vbRnKzeDSnuP,6nbnQJJJ2RyJAcUQkcbV4rUXzh98AbZxmXovc184Y9sd,1
SolTransfer,4wC2BukC9MZNjYqcxWS4ooEgKiLhXnLyEuekf6DzWZfFcSeaHS2UWMkdesntQBaR7gPJuzJJT1CBRFNTbAYGoSk2,1710773256,2024-03-18T14:47:36,0.000025,,,,,,,Solana,SOL,4WYhvWAcPy6esWUdpctvTckcStSbRNrfvrdw33JehAPF,6nbnQJJJ2RyJAcUQkcbV4rUXzh98AbZxmXovc184Y9sd,4.9
SolTransfer,GEb7Q4PAD7Qx9DPhDHhPawDAXxtVeZ7EqBGp6W1DQRi5sdwUKmcQoSYu8VBtCquUefYqJ9CUN27Ph59hHEN9dw6,1710773112,2024-03-18T14:45:12,0.000025,,,,,,,Solana,SOL,9bBT1eVBmsTXkopDdPr6VGomtNTJVH7bgwm7pDq3yTnR,6nbnQJJJ2RyJAcUQkcbV4rUXzh98AbZxmXovc184Y9sd,1.1
SolTransfer,4mjDqNjU6RnAHmxUPTjGaDTN9dCxVFRZjEr6RNWqq5AzZVLeZhwFb9EijAveuTYYrEoEfJ3AXJWQtpHsJEuqCk1C,1710773086,2024-03-18T14:44:46,0.000054,,,,,,,Solana,SOL,3NyP2XDoPdR8saPUve3SJ6zT3BdVrYTYnM581s37ukit,6nbnQJJJ2RyJAcUQkcbV4rUXzh98AbZxmXovc184Y9sd,1
SolTransfer,2Bti7FRnzKPS2Ga9gCCF5GbkjS3ynrVReZNfwPoLZbyNCQdyg8V2cNRZYFPGqWJ1Q79WnVuvsWtu2a43EpvASWvS,1710773071,2024-03-18T14:44:31,0.000025,,,,,,,Solana,SOL,5k6knCcU5HYgax88CAdsdM5ULBfLBn8m2DtMWmxogmsi,6nbnQJJJ2RyJAcUQkcbV4rUXzh98AbZxmXovc184Y9sd,1
